SupplierCode|ProductCode|SupplierPartNumber|ProductName|Description|UnitPrice|Currency|UOM|LeadTimeDays|MinOrderQty|PackSize|EffectiveDate|ExpirationDate|Status
SUP034|PROD000961|SP-FUS-CYA-4159|Motor|High quality motor compatible with multiple printer models|14.68|USD|LT|39|5|5|2025-08-20|2025-12-31|Inactive
SUP008|PROD000962|SP-DRU-BLA-6366|Print Head|High quality print head compatible with multiple printer models|70.6|EUR|KG|24|25|5|2025-08-20|2025-12-31|Active
SUP023|PROD000963|SP-CIR-TRI-8652|Memory|High quality memory compatible with multiple printer models|134.19|GBP|SET|23|5|5|2025-08-20|2025-12-31|Discontinued
SUP046|PROD000964|SP-FUS-LIG-2685|Motor|High quality motor compatible with multiple printer models|239.18|CAD|SET|57|5|25|2025-08-20|2025-12-31|Inactive
SUP029|PROD000965|SP-PAP-TRI-6222|Motor|High quality motor compatible with multiple printer models|37.61|GBP|LB|19|50|10|2025-08-20|2025-12-31|Inactive
SUP041|PROD000966|SP-TON-LIG-3740|Tri-Color Ink Cartridge|High quality tri-color ink cartridge compatible with multiple printer models|178.53|CAD|LT|59|100|50|2025-08-20|2025-12-31|Inactive
SUP026|PROD000967|SP-INK-CYA-3947|Transfer Belt|High quality transfer belt compatible with multiple printer models|132.23|EUR|KG|22|1|5|2025-08-20|2025-12-31|Discontinued
SUP024|PROD000968|SP-TRA-MAG-6151|Black Toner Cartridge|High quality black toner cartridge compatible with multiple printer models|99.66|USD|GAL|28|5|25|2025-08-20|2025-12-31|Discontinued
SUP021|PROD000969|SP-DRU-CYA-7317|Fuser|High quality fuser compatible with multiple printer models|182.92|EUR|EA|42|10|50|2025-08-20|2025-12-31|Discontinued
SUP005|PROD000970|SP-MOT-LIG-8130|Transfer Belt|High quality transfer belt compatible with multiple printer models|245.13|EUR|SET|10|25|25|2025-08-20|2025-12-31|Active
SUP018|PROD000971|SP-PAP-CYA-3033|Memory|High quality memory compatible with multiple printer models|56.31|CAD|LT|31|5|50|2025-08-20|2025-12-31|Active
SUP019|PROD000972|SP-INK-BLA-8565|Fuser|High quality fuser compatible with multiple printer models|44.52|GBP|EA|41|50|1|2025-08-20|2025-12-31|Inactive
SUP042|PROD000973|SP-INK-CYA-8698|Light Cyan Toner Cartridge|High quality light cyan toner cartridge compatible with multiple printer models|218.63|CAD|KG|55|10|25|2025-08-20|2025-12-31|Active
SUP036|PROD000974|SP-TRA-LIG-1771|Paper Tray|High quality paper tray compatible with multiple printer models|93.73|GBP|LB|48|1|10|2025-08-20|2025-12-31|Discontinued
SUP007|PROD000975|SP-INK-YEL-1783|Magenta Ink Cartridge|High quality magenta ink cartridge compatible with multiple printer models|36.9|CAD|GAL|53|25|5|2025-08-20|2025-12-31|Active
SUP006|PROD000976|SP-DRU-PHO-9807|Black Ink Cartridge|High quality black ink cartridge compatible with multiple printer models|82.34|USD|EA|10|10|1|2025-08-20|2025-12-31|Inactive
SUP022|PROD000977|SP-MOT-LIG-5422|Print Head|High quality print head compatible with multiple printer models|277.9|GBP|EA|15|10|5|2025-08-20|2025-12-31|Discontinued
SUP027|PROD000978|SP-MEM-CYA-9548|Circuit Board|High quality circuit board compatible with multiple printer models|76.7|GBP|GAL|38|10|10|2025-08-20|2025-12-31|Discontinued
SUP031|PROD000979|SP-DRU-CYA-5322|Fuser|High quality fuser compatible with multiple printer models|215.14|CAD|LT|60|5|5|2025-08-20|2025-12-31|Discontinued
SUP005|PROD000980|SP-TON-LIG-1987|Drum Unit|High quality drum unit compatible with multiple printer models|9.85|EUR|LB|59|25|5|2025-08-20|2025-12-31|Inactive
SUP007|PROD000981|SP-TRA-YEL-9644|Circuit Board|High quality circuit board compatible with multiple printer models|258.38|CAD|GAL|36|100|5|2025-08-20|2025-12-31|Discontinued
SUP007|PROD000982|SP-PRI-YEL-6957|Paper Tray|High quality paper tray compatible with multiple printer models|292.66|EUR|LB|19|1|10|2025-08-20|2025-12-31|Inactive
SUP011|PROD000983|SP-FUS-CYA-3413|Memory|High quality memory compatible with multiple printer models|263.59|USD|SET|8|25|5|2025-08-20|2025-12-31|Inactive
SUP002|PROD000984|SP-MEM-LIG-6766|Fuser|High quality fuser compatible with multiple printer models|40.78|USD|KG|34|5|5|2025-08-20|2025-12-31|Inactive
SUP033|PROD000985|SP-PAP-PHO-1870|Memory|High quality memory compatible with multiple printer models|86.13|USD|EA|48|25|25|2025-08-20|2025-12-31|Active
SUP019|PROD000986|SP-DRU-LIG-3894|Motor|High quality motor compatible with multiple printer models|87.11|GBP|LT|34|1|1|2025-08-20|2025-12-31|Discontinued
SUP016|PROD000987|SP-TON-YEL-2887|Black Ink Cartridge|High quality black ink cartridge compatible with multiple printer models|175.11|EUR|EA|41|1|10|2025-08-20|2025-12-31|Active
SUP040|PROD000988|SP-PAP-LIG-7437|Yellow Toner Cartridge|High quality yellow toner cartridge compatible with multiple printer models|221.76|CAD|LB|20|5|5|2025-08-20|2025-12-31|Inactive
SUP041|PROD000989|SP-FUS-TRI-1050|Magenta Toner Cartridge|High quality magenta toner cartridge compatible with multiple printer models|153.94|GBP|GAL|26|100|5|2025-08-20|2025-12-31|Active
SUP021|PROD000990|SP-TON-MAG-4069|Transfer Belt|High quality transfer belt compatible with multiple printer models|270.55|EUR|EA|49|25|25|2025-08-20|2025-12-31|Inactive
SUP002|PROD000991|SP-PRI-TRI-2261|Print Head|High quality print head compatible with multiple printer models|205.68|USD|LT|29|25|50|2025-08-20|2025-12-31|Active
SUP032|PROD000992|SP-DRU-LIG-2792|Black Ink Cartridge|High quality black ink cartridge compatible with multiple printer models|172.77|CAD|SET|40|50|5|2025-08-20|2025-12-31|Active
SUP050|PROD000993|SP-TON-CYA-5990|Transfer Belt|High quality transfer belt compatible with multiple printer models|139.06|CAD|LT|23|100|25|2025-08-20|2025-12-31|Inactive
SUP024|PROD000994|SP-MEM-BLA-6777|Fuser|High quality fuser compatible with multiple printer models|214.78|GBP|EA|24|100|50|2025-08-20|2025-12-31|Discontinued
SUP041|PROD000995|SP-INK-MAG-7722|Drum Unit|High quality drum unit compatible with multiple printer models|199.84|EUR|KG|38|1|5|2025-08-20|2025-12-31|Discontinued
SUP048|PROD000996|SP-PAP-PHO-4380|Yellow Toner Cartridge|High quality yellow toner cartridge compatible with multiple printer models|276.66|GBP|GAL|13|10|50|2025-08-20|2025-12-31|Inactive
SUP034|PROD000997|SP-PRI-TRI-6715|Transfer Belt|High quality transfer belt compatible with multiple printer models|120.95|GBP|KG|26|5|1|2025-08-20|2025-12-31|Discontinued
SUP034|PROD000998|SP-TRA-CYA-8101|Memory|High quality memory compatible with multiple printer models|172.59|CAD|KG|14|1|25|2025-08-20|2025-12-31|Discontinued
SUP010|PROD000999|SP-MEM-MAG-9571|Fuser|High quality fuser compatible with multiple printer models|189.39|EUR|KG|38|10|1|2025-08-20|2025-12-31|Inactive
SUP001|PROD001000|SP-MEM-BLA-4560|Fuser|High quality fuser compatible with multiple printer models|248.68|USD|EA|38|10|1|2025-08-20|2025-12-31|Inactive
